SITE ID,LOCATION IDENTIFIER,STREET ADDRESS,TOWN,merged address,STATE,ENTIRE SERVICE LINE MATERIAL CLASSIFICATION,BUILDING TYPE,SOURCE FILE,STREET NUMBER,STREET NAME,extracted_pswid,is_match,PWSID,SYSTEM NAME,lat,long
00004536R,"821 RANDOLPH ROAD, MIDDLETOWN, CT",821 RANDOLPH ROAD,MIDDLETOWN,821 RANDOLPH ROAD MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5323515,-72.643405
00004547R,"282 FARM HILL ROAD, MIDDLETOWN, CT",282 FARM HILL ROAD,MIDDLETOWN,282 FARM HILL ROAD MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5372732,-72.6497437
00004632R,"208 MARKHAM STREET, MIDDLETOWN, CT",208 MARKHAM STREET,MIDDLETOWN,208 MARKHAM STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5423542,-72.6751018
00004774R,"33 MIDDLEFIELD STREET, MIDDLETOWN, CT",33 MIDDLEFIELD STREET,MIDDLETOWN,33 MIDDLEFIELD STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5520768,-72.673177
00005369R,"206 CAMP STREET, MIDDLETOWN, CT",206 CAMP STREET,MIDDLETOWN,206 CAMP STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.559328,-72.6869795
00005481R,"326 MIDDLEFIELD STREET, MIDDLETOWN, CT",326 MIDDLEFIELD STREET,MIDDLETOWN,326 MIDDLEFIELD STREET MIDDLETOWN CT,CT,Lead,NONRES,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5460658,-72.6812627
00008172R,"145 LIBERTY STREET, MIDDLETOWN, CT",145 LIBERTY STREET,MIDDLETOWN,145 LIBERTY STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5622286,-72.657853
00011426R,"180 EAST MAIN STREET, MIDDLETOWN, CT",180 EAST MAIN STREET,MIDDLETOWN,180 EAST MAIN STREET MIDDLETOWN CT,CT,Lead,NONRES,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5514091,-72.6412669
00014366R,"51 BOSTON ROAD, MIDDLETOWN, CT",51 BOSTON ROAD,MIDDLETOWN,51 BOSTON ROAD MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.553471,-72.6781469
00030319C,"418 MAIN STREET, MIDDLETOWN, CT",418 MAIN STREET,MIDDLETOWN,418 MAIN STREET MIDDLETOWN CT,CT,Lead,NONRES,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5620753,-72.6502232
